age,job,marital,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
33,2,1,0,1,0,1,3,2,173,1,1,-2.9,92.201,-31.4,0.854,5076.2
51,4,2,0,0,1,1,3,4,50,3,0,1.4,93.444,-36.1,4.966,5228.1
43,2,0,0,0,0,0,1,3,145,2,0,1.4,94.465,-41.8,4.961,5228.1
55,5,0,0,1,0,0,0,1,591,5,0,1.1,93.994,-36.4,4.857,5191.0
45,2,0,0,0,0,0,0,2,57,2,0,1.1,93.994,-36.4,4.859,5191.0
41,4,0,0,1,0,0,0,1,420,1,0,1.1,93.994,-36.4,4.856,5191.0
36,5,0,0,0,0,0,2,3,88,1,0,1.4,93.918,-42.7,4.966,5228.1
60,6,0,0,1,1,0,9,3,225,1,0,-3.4,92.379,-29.8,0.809,5017.5
39,7,0,0,1,0,0,0,3,168,2,0,1.1,93.994,-36.4,4.855,5191.0
42,3,0,1,0,0,0,1,2,82,3,0,1.4,94.465,-41.8,4.962,5228.1
31,8,3,0,0,0,1,2,3,505,3,0,1.4,93.918,-42.7,4.958,5228.1
25,2,0,0,0,1,1,2,0,64,1,0,1.4,93.918,-42.7,4.96,5228.1
30,3,1,0,0,0,1,2,0,152,2,0,1.4,93.918,-42.7,4.96,5228.1
27,2,1,1,1,0,1,2,1,77,1,0,1.4,93.918,-42.7,4.961,5228.1
30,2,1,1,0,1,0,0,4,297,4,0,1.1,93.994,-36.4,4.859,5191.0
26,3,1,1,1,0,1,0,3,115,3,0,-1.8,92.893,-46.2,1.266,5099.1
39,7,1,1,1,0,0,0,4,254,1,0,1.1,93.994,-36.4,4.855,5191.0
43,10,0,1,0,0,0,0,0,109,5,0,1.1,93.994,-36.4,4.857,5191.0
31,1,0,0,0,0,0,0,1,945,2,0,1.1,93.994,-36.4,4.856,5191.0
26,11,1,0,0,0,1,7,0,42,4,0,-1.8,92.843,-50.0,1.811,5099.1
46,1,0,0,0,1,1,0,2,227,2,0,-1.8,92.893,-46.2,1.334,5099.1
43,3,0,0,1,0,0,1,1,128,1,0,1.4,94.465,-41.8,4.961,5228.1
32,2,1,0,0,0,0,0,2,81,2,0,1.1,93.994,-36.4,4.858,5191.0
63,6,0,0,1,0,1,9,4,156,2,2,-3.4,92.379,-29.8,0.803,5017.5
34,6,0,0,1,1,0,0,2,145,1,0,1.1,93.994,-36.4,4.856,5191.0
40,3,0,0,0,0,0,0,4,51,3,0,1.1,93.994,-36.4,4.855,5191.0
25,2,1,0,0,1,0,5,1,5,1,0,-0.1,93.2,-42.0,4.7,5195.8
37,4,1,0,1,0,0,0,4,295,1,0,1.1,93.994,-36.4,4.864,5191.0
49,1,0,0,0,0,1,1,1,239,4,0,-2.9,92.963,-40.8,1.286,5076.2
51,2,0,0,0,0,1,5,1,104,2,1,-0.1,93.2,-42.0,4.153,5195.8
53,5,0,1,0,1,0,0,3,298,5,0,1.1,93.994,-36.4,4.855,5191.0
31,7,0,0,1,0,1,3,2,763,9,0,1.4,93.444,-36.1,4.964,5228.1
52,5,0,1,1,1,1,8,3,449,2,0,-1.8,93.075,-47.1,1.41,5099.1
48,7,0,0,1,1,1,0,0,10,4,1,-1.8,92.893,-46.2,1.354,5099.1
29,2,1,0,1,1,1,3,0,121,12,0,-2.9,92.201,-31.4,0.821,5076.2
33,2,0,0,0,0,1,3,4,127,5,0,1.4,93.444,-36.1,4.963,5228.1
44,3,0,0,0,0,1,2,0,304,4,0,1.4,93.918,-42.7,4.962,5228.1
36,2,1,0,0,0,1,5,2,106,1,1,-0.1,93.2,-42.0,4.12,5195.8
33,4,0,0,1,0,1,3,0,551,2,0,-2.9,92.201,-31.4,0.861,5076.2
52,0,2,0,1,0,0,0,2,222,4,0,1.1,93.994,-36.4,4.856,5191.0
43,1,0,0,0,0,0,0,1,202,1,0,1.1,93.994,-36.4,4.857,5191.0
38,2,0,0,1,0,1,8,1,108,2,0,-1.8,93.075,-47.1,1.423,5099.1
59,5,0,0,0,0,0,0,2,560,9,0,1.1,93.994,-36.4,4.857,5191.0
34,2,1,0,0,1,1,3,4,78,3,0,1.4,93.444,-36.1,4.964,5228.1
35,3,0,1,0,0,0,1,0,134,3,0,1.4,94.465,-41.8,4.961,5228.1
36,3,0,1,1,0,1,0,2,210,1,1,-1.8,92.893,-46.2,1.281,5099.1
45,1,2,0,1,0,1,5,0,86,1,0,-0.1,93.2,-42.0,4.191,5195.8
30,4,0,0,0,0,0,0,2,700,3,0,1.1,93.994,-36.4,4.858,5191.0
43,1,0,0,1,0,0,8,2,690,7,0,-1.8,93.075,-47.1,1.445,5099.1
24,11,1,0,1,1,1,0,2,66,1,1,-1.8,92.893,-46.2,1.281,5099.1
50,2,0,0,0,1,1,3,1,519,3,0,1.4,93.444,-36.1,4.968,5228.1
33,4,1,0,1,0,1,3,0,104,2,0,1.4,93.444,-36.1,4.965,5228.1
34,1,1,1,0,0,1,2,4,717,2,0,1.4,93.918,-42.7,4.963,5228.1
62,8,0,1,0,0,1,9,4,74,1,0,-3.4,92.379,-29.8,0.741,5017.5
44,3,0,1,0,1,0,0,3,285,1,0,1.1,93.994,-36.4,4.855,5191.0
25,8,2,0,0,1,1,8,0,163,1,0,-1.8,93.075,-47.1,1.405,5099.1
47,9,0,1,1,0,0,0,0,269,1,0,1.1,93.994,-36.4,4.857,5191.0
43,3,0,1,1,0,0,1,1,220,3,0,1.4,94.465,-41.8,4.864,5228.1
53,2,1,0,1,0,1,1,4,304,2,1,-2.9,92.963,-40.8,1.268,5076.2
39,4,2,0,1,0,1,0,2,597,1,0,-1.8,92.893,-46.2,1.334,5099.1
31,3,1,0,0,0,1,0,1,314,2,0,-1.8,92.893,-46.2,1.266,5099.1
49,1,0,1,0,0,1,3,1,241,1,0,1.4,93.444,-36.1,4.968,5228.1
35,1,1,0,0,1,1,0,3,184,1,1,-1.8,92.893,-46.2,1.327,5099.1
41,3,0,0,0,0,0,0,1,13,1,0,1.1,93.994,-36.4,4.857,5191.0
54,4,0,0,0,1,1,2,3,268,2,0,1.4,93.918,-42.7,4.962,5228.1
35,2,0,0,0,1,0,0,0,114,2,0,1.1,93.994,-36.4,4.857,5191.0
31,2,0,0,0,0,0,0,2,189,2,0,1.1,93.994,-36.4,4.858,5191.0
29,6,1,0,0,0,1,3,1,189,1,0,1.4,93.444,-36.1,4.963,5228.1
29,3,1,0,1,0,0,0,4,803,1,0,1.1,93.994,-36.4,4.859,5191.0
28,1,0,1,1,0,0,0,2,322,2,0,1.1,93.994,-36.4,4.858,5191.0
28,2,0,0,0,0,0,1,2,206,4,0,-2.9,92.963,-40.8,1.26,5076.2
29,10,0,1,1,0,0,0,0,224,3,0,-1.8,92.893,-46.2,1.299,5099.1
58,3,0,1,1,0,1,3,4,101,1,0,1.4,93.444,-36.1,4.964,5228.1
50,3,0,0,0,0,1,0,0,474,1,1,-1.8,92.893,-46.2,1.299,5099.1
32,2,0,0,0,0,0,0,3,70,1,0,1.1,93.994,-36.4,4.855,5191.0
44,10,0,0,0,0,1,2,0,77,3,0,1.4,93.918,-42.7,4.962,5228.1
39,2,0,0,1,1,1,8,1,308,2,0,-1.8,93.075,-47.1,1.423,5099.1
26,2,1,0,0,0,0,8,0,216,2,0,-1.8,93.075,-47.1,1.405,5099.1
37,6,0,0,1,1,1,5,0,176,2,0,-0.1,93.2,-42.0,4.191,5195.8
57,3,0,0,1,0,1,2,0,364,3,0,1.4,93.918,-42.7,4.962,5228.1
33,1,0,0,0,0,0,5,1,158,1,0,-0.1,93.2,-42.0,4.343,5195.8
35,6,0,0,0,0,0,0,2,373,1,0,1.1,93.994,-36.4,4.857,5191.0
33,2,1,0,0,0,1,1,2,254,1,2,-2.9,92.963,-40.8,1.26,5076.2
33,2,0,0,0,0,1,2,4,16,2,0,1.4,93.918,-42.7,4.963,5228.1
42,6,0,0,0,0,1,2,3,114,1,0,1.4,93.918,-42.7,4.968,5228.1
33,2,0,0,0,1,1,0,3,178,8,1,-1.8,92.893,-46.2,1.266,5099.1
31,2,0,0,1,0,1,2,2,255,1,0,1.4,93.918,-42.7,4.963,5228.1
40,4,0,0,0,0,1,5,4,52,1,1,-0.1,93.2,-42.0,4.021,5195.8
32,2,1,0,0,0,0,0,0,611,2,0,1.1,93.994,-36.4,4.857,5191.0
43,3,0,0,0,0,0,0,3,134,1,0,1.1,93.994,-36.4,4.855,5191.0
34,7,1,0,1,0,0,0,0,21,5,0,-1.8,92.893,-46.2,1.299,5099.1
29,2,0,0,1,0,1,0,0,87,2,0,-1.8,92.893,-46.2,1.244,5099.1
51,3,1,1,0,0,0,0,4,448,1,0,1.1,93.994,-36.4,4.857,5191.0
44,6,0,0,0,0,1,0,4,262,2,0,-1.8,92.893,-46.2,1.25,5099.1
38,4,0,0,0,0,1,3,1,100,5,0,1.4,93.444,-36.1,4.965,5228.1
28,2,1,0,1,0,1,2,0,295,1,0,1.4,93.918,-42.7,4.96,5228.1
29,2,0,0,0,0,1,2,3,48,7,0,1.4,93.918,-42.7,4.958,5228.1
52,3,0,0,0,0,0,1,2,154,2,0,1.4,94.465,-41.8,4.864,5228.1
37,1,2,0,1,0,1,2,2,122,1,0,1.4,93.918,-42.7,4.957,5228.1
55,4,2,1,0,0,1,3,1,169,1,0,1.4,93.444,-36.1,4.965,5228.1
31,4,0,0,0,0,1,3,0,22,1,0,1.4,93.444,-36.1,4.963,5228.1
32,4,0,0,1,0,0,2,3,443,4,0,1.4,93.918,-42.7,4.968,5228.1
29,3,1,0,0,0,0,0,1,198,1,0,1.1,93.994,-36.4,4.857,5191.0
24,0,0,0,1,0,1,0,2,321,4,0,-1.8,92.893,-46.2,1.281,5099.1
48,4,0,0,0,0,0,0,1,166,1,0,1.1,93.994,-36.4,4.856,5191.0
40,2,0,1,1,0,0,0,0,683,2,0,1.1,93.994,-36.4,4.857,5191.0
29,4,0,0,1,0,0,0,0,124,42,0,1.1,93.994,-36.4,4.858,5191.0
44,3,0,0,1,0,1,5,4,358,3,0,-0.1,93.2,-42.0,4.021,5195.8
38,4,0,0,1,1,0,0,2,192,1,0,1.1,93.994,-36.4,4.858,5191.0
43,3,0,0,0,0,1,0,4,22,8,1,-1.8,92.893,-46.2,1.25,5099.1
47,2,0,0,0,0,0,1,3,252,1,0,1.4,94.465,-41.8,4.961,5228.1
53,3,0,0,1,0,1,9,4,85,1,0,-3.4,92.379,-29.8,0.741,5017.5
38,2,0,0,0,1,1,8,2,284,1,1,-1.8,93.075,-47.1,1.445,5099.1
32,1,1,0,1,0,1,2,2,31,20,0,1.4,93.918,-42.7,4.963,5228.1
30,1,1,0,0,0,1,5,4,648,1,0,-0.1,93.2,-42.0,4.021,5195.8
56,6,2,0,1,0,0,0,3,118,2,0,1.1,93.994,-36.4,4.86,5191.0
55,10,2,0,0,0,0,2,2,117,4,0,1.4,93.918,-42.7,4.963,5228.1
42,6,0,1,0,0,1,8,4,981,2,0,-1.8,93.075,-47.1,1.405,5099.1
31,6,1,0,0,0,0,0,0,114,3,0,1.1,93.994,-36.4,4.857,5191.0
43,10,0,0,1,1,1,0,4,114,1,1,-1.8,92.893,-46.2,1.259,5099.1
60,2,1,0,0,1,0,0,1,474,2,0,1.1,93.994,-36.4,4.856,5191.0
42,2,0,0,0,0,1,5,4,501,3,0,-0.1,93.2,-42.0,4.021,5195.8
46,3,0,0,1,0,1,3,0,626,2,0,1.4,93.444,-36.1,4.965,5228.1
49,6,1,1,1,0,1,2,2,592,1,0,1.4,93.918,-42.7,4.957,5228.1
42,2,0,0,0,0,0,0,3,431,1,0,1.1,93.994,-36.4,4.86,5191.0
41,2,2,0,1,0,1,5,0,479,1,0,-0.1,93.2,-42.0,4.191,5195.8
38,3,0,1,1,0,0,0,3,125,1,0,1.1,93.994,-36.4,4.86,5191.0
45,3,0,1,0,1,0,0,3,111,1,0,1.1,93.994,-36.4,4.855,5191.0
25,11,1,1,1,0,1,3,4,81,1,1,-2.9,92.201,-31.4,0.825,5076.2
36,4,0,0,1,0,1,3,3,45,3,0,1.4,93.444,-36.1,4.964,5228.1
32,3,1,0,1,0,1,5,0,109,2,0,-0.1,93.2,-42.0,4.191,5195.8
26,4,1,0,1,0,1,0,3,294,2,0,-1.8,92.893,-46.2,1.266,5099.1
40,10,0,0,0,0,1,2,2,279,3,0,1.4,93.918,-42.7,4.963,5228.1
40,6,0,0,1,1,1,0,4,230,1,0,-1.8,92.893,-46.2,1.259,5099.1
46,2,0,0,2,2,1,3,3,180,2,0,1.4,93.444,-36.1,4.962,5228.1
46,4,1,0,1,0,1,8,3,168,1,0,-1.8,93.075,-47.1,1.435,5099.1
23,1,1,0,2,2,1,2,2,1300,3,0,1.4,93.918,-42.7,4.963,5228.1
48,3,0,0,1,0,0,0,2,158,2,0,1.1,93.994,-36.4,4.859,5191.0
32,3,0,0,1,1,1,0,2,110,4,0,-1.8,92.893,-46.2,1.281,5099.1
35,2,0,0,0,0,1,2,1,735,2,0,1.4,93.918,-42.7,4.961,5228.1
29,3,2,0,1,1,1,0,2,201,1,0,-1.8,92.893,-46.2,1.281,5099.1
31,10,1,0,0,0,0,1,0,1248,3,0,1.4,94.465,-41.8,4.96,5228.1
31,2,0,0,1,0,1,5,4,149,5,0,-0.1,93.2,-42.0,4.021,5195.8
58,5,2,0,1,0,0,5,0,248,1,0,-0.1,93.2,-42.0,4.406,5195.8
48,10,0,1,1,0,1,5,0,694,2,0,-0.1,93.2,-42.0,4.191,5195.8
53,8,0,0,1,0,1,3,4,300,2,0,1.4,93.444,-36.1,4.963,5228.1
34,4,2,0,1,0,1,2,3,46,21,0,1.4,93.918,-42.7,4.968,5228.1
36,2,1,0,1,0,1,2,3,744,8,0,1.4,93.918,-42.7,4.968,5228.1
39,3,0,1,1,0,1,8,3,307,1,0,-1.8,93.075,-47.1,1.41,5099.1
50,6,2,0,0,0,1,2,0,983,2,0,1.4,93.918,-42.7,4.962,5228.1
47,10,0,0,0,0,1,8,3,206,3,0,-1.8,93.075,-47.1,1.41,5099.1
29,3,0,0,1,0,0,5,3,72,3,0,-0.1,93.2,-42.0,4.076,5195.8
28,2,1,0,0,0,1,3,2,153,1,0,-2.9,92.201,-31.4,0.879,5076.2
57,4,0,0,0,0,0,0,2,315,1,0,1.1,93.994,-36.4,4.858,5191.0
43,6,0,0,0,0,1,5,1,257,2,0,-0.1,93.2,-42.0,4.153,5195.8
46,8,0,1,1,0,1,5,1,32,1,1,-0.1,93.2,-42.0,4.153,5195.8
30,3,0,0,0,0,0,1,1,67,1,0,1.4,94.465,-41.8,4.961,5228.1
54,4,0,1,0,0,0,1,3,322,2,0,1.4,94.465,-41.8,4.958,5228.1
42,4,2,0,0,0,0,0,1,190,1,0,1.1,93.994,-36.4,4.856,5191.0
56,4,1,0,1,0,0,1,2,308,1,0,1.4,94.465,-41.8,4.962,5228.1
34,2,0,0,0,0,1,2,2,781,2,0,1.4,93.918,-42.7,4.957,5228.1
34,4,1,0,0,0,1,0,2,63,1,0,-1.8,92.893,-46.2,1.281,5099.1
46,3,2,0,1,0,0,0,4,133,1,0,1.1,93.994,-36.4,4.855,5191.0
34,10,0,0,1,0,1,5,3,69,1,1,-0.1,93.2,-42.0,4.076,5195.8
27,2,1,0,1,0,1,8,4,401,1,1,-1.8,93.075,-47.1,1.405,5099.1
46,3,0,0,1,1,0,0,1,328,3,0,-1.8,92.893,-46.2,1.344,5099.1
33,2,0,0,2,2,0,1,3,49,1,0,1.4,94.465,-41.8,4.866,5228.1
40,4,0,0,1,0,1,0,1,211,2,0,-1.8,92.893,-46.2,1.344,5099.1
39,3,0,0,0,0,0,2,1,204,2,0,1.4,93.918,-42.7,4.961,5228.1
26,1,1,0,0,0,1,0,0,298,2,2,-1.8,92.893,-46.2,1.299,5099.1
59,10,0,0,1,0,1,2,3,82,3,0,1.4,93.918,-42.7,4.962,5228.1
40,3,0,0,1,0,1,0,3,61,2,0,-1.8,92.893,-46.2,1.27,5099.1
57,4,0,0,1,0,1,8,2,99,1,0,-1.8,93.075,-47.1,1.415,5099.1
32,1,1,0,1,0,1,0,4,189,3,0,-1.8,92.893,-46.2,1.25,5099.1
39,3,2,0,1,1,0,0,1,163,3,0,1.1,93.994,-36.4,4.856,5191.0
39,6,0,0,0,0,1,3,3,402,2,0,1.4,93.444,-36.1,4.968,5228.1
28,6,1,0,0,0,0,1,2,466,2,0,1.4,94.465,-41.8,4.962,5228.1
41,2,1,0,0,0,0,4,1,49,1,0,-0.1,93.798,-40.4,4.968,5195.8
29,3,1,0,0,0,1,0,2,157,1,0,-1.8,92.893,-46.2,1.281,5099.1
29,2,1,0,1,0,1,0,0,119,1,0,-1.8,92.893,-46.2,1.244,5099.1
30,3,0,0,1,0,0,1,0,32,3,0,1.4,94.465,-41.8,4.96,5228.1
39,4,0,0,1,0,1,2,3,23,5,0,1.4,93.918,-42.7,4.968,5228.1
57,5,0,0,0,0,1,8,3,199,2,1,-1.8,93.075,-47.1,1.41,5099.1
56,6,0,0,1,0,0,0,2,29,1,0,1.1,93.994,-36.4,4.858,5191.0
37,8,0,0,1,0,0,0,3,65,1,0,1.1,93.994,-36.4,4.86,5191.0
51,3,0,0,1,1,0,1,4,18,2,0,1.4,94.465,-41.8,4.967,5228.1
33,4,0,0,0,0,0,0,0,493,1,0,1.1,93.994,-36.4,4.857,5191.0
29,2,1,0,0,0,0,1,2,211,1,0,1.4,94.465,-41.8,4.864,5228.1
48,4,0,0,0,1,0,0,1,175,1,0,1.1,93.994,-36.4,4.857,5191.0
37,3,2,1,0,0,0,1,2,339,2,0,1.4,94.465,-41.8,4.959,5228.1
57,4,2,0,0,1,0,1,1,187,1,0,1.4,94.465,-41.8,4.961,5228.1
88,5,2,0,1,1,1,7,2,796,5,0,-1.8,92.843,-50.0,1.663,5099.1
39,6,2,0,1,0,1,2,1,732,1,0,1.4,93.918,-42.7,4.962,5228.1
46,3,2,0,0,0,0,0,3,266,1,0,1.1,93.994,-36.4,4.855,5191.0
52,5,2,0,1,0,0,1,0,111,3,0,1.4,94.465,-41.8,4.96,5228.1
26,10,1,0,0,0,0,0,2,331,2,0,1.1,93.994,-36.4,4.859,5191.0
27,0,0,0,1,0,0,0,3,160,1,0,1.1,93.994,-36.4,4.855,5191.0
29,2,1,0,1,0,1,3,3,61,1,0,1.4,93.444,-36.1,4.968,5228.1
41,4,0,0,0,0,0,0,4,206,1,0,1.1,93.994,-36.4,4.857,5191.0
36,1,0,0,0,1,0,0,2,166,5,0,1.1,93.994,-36.4,4.859,5191.0
31,1,1,0,0,0,1,0,1,163,1,0,-1.8,92.893,-46.2,1.344,5099.1
32,3,1,0,1,0,1,0,4,91,4,0,-1.8,92.893,-46.2,1.313,5099.1
41,4,1,0,1,0,1,0,0,108,2,1,-1.8,92.893,-46.2,1.244,5099.1
31,4,0,0,0,0,0,0,1,296,1,0,1.1,93.994,-36.4,4.856,5191.0
31,6,1,0,0,0,1,0,2,82,2,0,-1.8,92.893,-46.2,1.281,5099.1
39,8,0,0,1,0,1,0,0,31,6,0,-1.8,92.893,-46.2,1.244,5099.1
31,0,0,0,1,0,1,3,3,248,1,0,1.4,93.444,-36.1,4.968,5228.1
56,3,0,1,1,0,1,2,3,10,5,0,1.4,93.918,-42.7,4.968,5228.1
31,1,0,1,1,0,0,1,3,67,12,0,1.4,94.465,-41.8,4.866,5228.1
42,7,0,0,0,0,0,0,2,174,1,0,1.1,93.994,-36.4,4.857,5191.0
30,2,1,0,1,1,1,0,0,192,1,0,-1.8,92.893,-46.2,1.244,5099.1
32,1,1,1,1,0,1,2,2,72,1,0,1.4,93.918,-42.7,4.962,5228.1
33,3,1,0,1,1,0,0,3,33,7,1,-1.8,92.893,-46.2,1.266,5099.1
57,6,0,0,0,0,1,2,1,632,1,0,1.4,93.918,-42.7,4.961,5228.1
24,11,1,0,1,0,1,8,3,209,1,0,-1.8,93.075,-47.1,1.365,5099.1
30,2,1,0,0,1,1,2,1,127,2,0,1.4,93.918,-42.7,4.961,5228.1
53,6,0,0,1,0,1,3,0,629,1,0,1.4,93.444,-36.1,4.97,5228.1
50,8,0,1,0,0,1,0,3,287,1,0,-1.8,92.893,-46.2,1.266,5099.1
